ID_Usuario;Sexo;Nome;Idade;Email;Telefone; Renda_anual ; Valor_Em_Compras ;Score_Fidelidade;Regi�o;Fequencia_de_compra;M�dia_salarial_Mensal;Valor_Unitario_M�dio;Data_da_Compra;M�s_da_Compra;Ano_da_Compra
444;F;Usuário_444;47;usuario444@exemplo.com;+55 69061-1958;R$ 62.341,62;R$ 8.333;2,1;Centro-Oeste;10;R$ 5.195,14;R$ 833,33;14/07/2023;Julho;2023
894;F;Usuário_444;47;usuario444@exemplo.com;+55 69061-1958;R$ 62.341,62;R$ 280,00;1,5;Centro-Oeste;10;R$ 5.195,14;R$ 28,00;14/07/2023;Julho;2023
231;F;Ivanka;24;Ivanka@email.com;(95) 59951-2115;R$ 32.000,00;170;2,2;Sul;11;R$ 2.666,67;R$ 15,45;15/07/2023;Julho;2023
93;F;Ciline;33;Ciline@email.com;(72) 92997-6612;R$ 53.000,00;380;7,2;Sul;18;R$ 4.416,67;R$ 21,11;18/07/2023;Julho;2023
514;F;Usuário_514;41;usuario514@exemplo.com;+55 30445-1563;R$ 142.372,73;R$ 1.792;6;Sudeste;9;R$ 11.864,39;R$ 199,15;19/07/2023;Julho;2023
964;F;Usuário_514;41;usuario514@exemplo.com;+55 30445-1563;R$ 142.372,73;R$ 835,00;8,1;Sudeste;9;R$ 11.864,39;R$ 92,78;19/07/2023;Julho;2023
160;F;Evelyn;48;Evelyn@email.com;(28) 55805-5346;R$ 68.000,00;550;1,4;Oeste;24;R$ 5.666,67;R$ 22,92;22/07/2023;Julho;2023
119;F;Elizabete;31;Elizabete@email.com;(37) 13531-6619;R$ 51.000,00;340;1,3;Norte;17;R$ 4.250,00;R$ 20,00;23/07/2023;Julho;2023
10;F;Aicha;50;Aicha@email.com;(59) 71465-0481;R$ 70.000,00;600;8;Norte;25;R$ 5.833,33;R$ 24,00;26/07/2023;Julho;2023
249;F;Usuário_249;68;usuario249@exemplo.com;+55 79044-3365;R$ 105.038,77;R$ 15.712;3,6;Centro-Oeste;1;R$ 8.753,23;R$ 15.711,91;26/07/2023;Julho;2023
106;M;Denys;52;Denys@email.com;(89) 50945-8868;R$ 72.000,00;610;3,6;Oeste;26;R$ 6.000,00;R$ 23,46;22/04/2023;Abril;2023
175;M;Gui;40;Gui@email.com;(20) 06044-7503;R$ 60.000,00;450;4,3;Oeste;20;R$ 5.000,00;R$ 22,50;23/04/2023;Abril;2023
204;M;Isaac;45;Isaac@email.com;(22) 28838-2737;R$ 65.000,00;500;7;Sul;22;R$ 5.416,67;R$ 22,73;27/04/2023;Abril;2023
239;M;Joan;31;Joan@email.com;(48) 28206-9186;R$ 51.000,00;340;6,5;Norte;17;R$ 4.250,00;R$ 20,00;27/04/2023;Abril;2023
108;M;Deocliciano;41;Deocliciano@email.com;(12) 14143-0160;R$ 61.000,00;480;5,1;Sul;21;R$ 5.083,33;R$ 22,86;28/04/2023;Abril;2023
62;M;Cesar;29;Cesar@email.com;(72) 25997-1309;R$ 46.000,00;270;7,9;Norte;15;R$ 3.833,33;R$ 18,00;01/05/2023;Maio;2023
396;M;Usuário_396;34;usuario396@exemplo.com;+55 41290-8678;R$ 138.431,17;R$ 10.312;9,4;Nordeste;6;R$ 11.535,93;R$ 1.718,61;12/05/2023;Maio;2023
846;M;Usuário_396;34;usuario396@exemplo.com;+55 41290-8678;R$ 138.431,17;R$ 834,00;5,2;Nordeste;6;R$ 11.535,93;R$ 139,00;12/05/2023;Maio;2023
110;M;D�rcio;36;D�rcio@email.com;(60) 44421-8420;R$ 54.000,00;400;1,7;Norte;19;R$ 4.500,00;R$ 21,05;13/05/2023;Maio;2023
277;M;Usuário_277;64;usuario277@exemplo.com;+55 80562-6615;R$ 24.677,98;R$ 11.847;3,8;Nordeste;3;R$ 2.056,50;R$ 3.949,08;19/05/2023;Maio;2023
727;M;Usuário_277;64;usuario277@exemplo.com;+55 80562-6615;R$ 24.677,98;R$ 438,00;4,9;Nordeste;3;R$ 2.056,50;R$ 146,00;19/05/2023;Maio;2023
208;M;Isael;32;Isael@email.com;(81) 91813-7681;R$ 52.000,00;360;4,1;Oeste;18;R$ 4.333,33;R$ 20,00;23/05/2023;Maio;2023
107;M;Denzel;28;Denzel@email.com;(37) 40124-0887;R$ 46.000,00;250;9,5;Norte;14;R$ 3.833,33;R$ 17,86;29/05/2023;Maio;2023
507;M;Usuário_507;37;usuario507@exemplo.com;+55 62746-7109;R$ 178.806,53;R$ 13.774;1,3;Sudeste;4;R$ 14.900,54;R$ 3.443,47;01/06/2023;Junho;2023
957;M;Usuário_507;37;usuario507@exemplo.com;+55 62746-7109;R$ 178.806,53;R$ 612,00;9;Sudeste;4;R$ 14.900,54;R$ 153,00;01/06/2023;Junho;2023
624;M;Usuário_624;69;usuario624@exemplo.com;+55 46876-6863;R$ 61.107,70;R$ 11.644;3,9;Centro-Oeste;12;R$ 5.092,31;R$ 970,31;02/06/2023;Junho;2023
1074;M;Usuário_624;69;usuario624@exemplo.com;+55 46876-6863;R$ 61.107,70;R$ 80,00;5,9;Centro-Oeste;12;R$ 5.092,31;R$ 6,67;02/06/2023;Junho;2023
327;M;Usuário_327;31;usuario327@exemplo.com;+55 40966-8662;R$ 29.489,47;R$ 9.416;6;Sul;5;R$ 2.457,46;R$ 1.883,11;05/06/2023;Junho;2023
777;M;Usuário_327;31;usuario327@exemplo.com;+55 40966-8662;R$ 29.489,47;R$ 593,00;1,7;Sul;5;R$ 2.457,46;R$ 118,60;05/06/2023;Junho;2023
699;F;Usuário_249;68;usuario249@exemplo.com;+55 79044-3365;R$ 105.038,77;R$ 755,00;1,8;Centro-Oeste;1;R$ 8.753,23;R$ 755,00;26/07/2023;Julho;2023
9;F;Ahinara;27;Ahinara@email.com;(41) 89381-3965;R$ 43.000,00;230;2,7;Leste;14;R$ 3.583,33;R$ 16,43;27/07/2023;Julho;2023
128;F;Elleonor;50;Elleonor@email.com;(38) 31794-5158;R$ 70.000,00;600;9,5;Norte;25;R$ 5.833,33;R$ 24,00;28/07/2023;Julho;2023
47;F;Bianca;29;Bianca@email.com;(48) 78073-4417;R$ 47.000,00;220;5,1;Norte;13;R$ 3.916,67;R$ 16,92;29/07/2023;Julho;2023
72;F;Chin;39;Chin@email.com;(71) 30379-9257;R$ 57.000,00;440;6,4;Sul;21;R$ 4.750,00;R$ 20,95;29/07/2023;Julho;2023
78;F;Chreshta;41;Chreshta@email.com;(11) 34321-0928;R$ 61.000,00;480;4,1;Sul;21;R$ 5.083,33;R$ 22,86;31/07/2023;Julho;2023
86;F;Christine;38;Christine@email.com;(47) 17661-2870;R$ 59.000,00;430;6,9;Norte;20;R$ 4.916,67;R$ 21,50;02/08/2023;Agosto;2023
43;F;Bhavini;37;Bhavini@email.com;(78) 37084-1932;R$ 58.000,00;420;8,2;Oeste;20;R$ 4.833,33;R$ 21,00;05/08/2023;Agosto;2023
34;F;Adnav;31;Adnav@email.com;(14) 61771-4208;R$ 50.000,00;320;7,9;Oeste;16;R$ 4.166,67;R$ 20,00;09/08/2023;Agosto;2023
81;F;Christiane;24;Christiane@email.com;(41) 76178-7920;R$ 32.000,00;170;8;Sul;11;R$ 2.666,67;R$ 15,45;16/08/2023;Agosto;2023
125;F;Elle;27;Elle@email.com;(91) 23811-0801;R$ 43.000,00;230;9;Norte;14;R$ 3.583,33;R$ 16,43;17/08/2023;Agosto;2023
87;F;Ciana;54;Ciana@email.com;(63) 05212-0715;R$ 74.000,00;630;8,4;Sul;27;R$ 6.166,67;R$ 23,33;20/08/2023;Agosto;2023
44;F;Bhavnoor;46;Bhavnoor@email.com;(81) 00176-1381;R$ 66.000,00;510;1,4;Norte;22;R$ 5.500,00;R$ 23,18;21/08/2023;Agosto;2023
196;F;Helena;52;Helena@email.com;(41) 67183-6020;R$ 72.000,00;610;5,1;Oeste;26;R$ 6.000,00;R$ 23,46;23/08/2023;Agosto;2023
144;M;Evickson;45;Evickson@email.com;(88) 38669-7915;R$ 65.000,00;500;4,6;Sul;22;R$ 5.416,67;R$ 22,73;09/06/2023;Junho;2023
168;M;Gonzalo;41;Gonzalo@email.com;(40) 89174-1352;R$ 61.000,00;480;2,4;Sul;21;R$ 5.083,33;R$ 22,86;12/06/2023;Junho;2023
295;M;Usuário_295;60;usuario295@exemplo.com;+55 31139-4651;R$ 99.230,93;R$ 12.813;3;Nordeste;11;R$ 8.269,24;R$ 1.164,81;15/06/2023;Junho;2023
510;M;Usuário_510;34;usuario510@exemplo.com;+55 37589-1652;R$ 111.661,86;R$ 19.498;7,2;Centro-Oeste;1;R$ 9.305,16;R$ 19.498,29;15/06/2023;Junho;2023
745;M;Usuário_295;60;usuario295@exemplo.com;+55 31139-4651;R$ 99.230,93;R$ 104,00;5,3;Nordeste;11;R$ 8.269,24;R$ 9,45;15/06/2023;Junho;2023
960;M;Usuário_510;34;usuario510@exemplo.com;+55 37589-1652;R$ 111.661,86;R$ 110,00;9,4;Centro-Oeste;1;R$ 9.305,16;R$ 110,00;15/06/2023;Junho;2023
101;M;D�nix;30;D�nix@email.com;(89) 67632-2663;R$ 49.000,00;300;7,6;Norte;16;R$ 4.083,33;R$ 18,75;18/06/2023;Junho;2023
657;M;Usuário_657;40;usuario657@exemplo.com;+55 23305-3483;R$ 81.714,14;R$ 1.409;3,1;Norte;7;R$ 6.809,51;R$ 201,34;18/06/2023;Junho;2023
1107;M;Usuário_657;40;usuario657@exemplo.com;+55 23305-3483;R$ 81.714,14;R$ 96,00;7,5;Norte;7;R$ 6.809,51;R$ 13,71;18/06/2023;Junho;2023
58;M;C�lio;32;C�lio@email.com;(84) 98363-4135;R$ 52.000,00;360;7,6;Oeste;18;R$ 4.333,33;R$ 20,00;19/06/2023;Junho;2023
63;M;C�sar;33;C�sar@email.com;(36) 54874-1497;R$ 53.000,00;380;4,7;Sul;18;R$ 4.416,67;R$ 21,11;19/06/2023;Junho;2023
132;M;Eurico;39;Eurico@email.com;(96) 38645-6695;R$ 57.000,00;440;2,8;Sul;21;R$ 4.750,00;R$ 20,95;21/06/2023;Junho;2023
109;M;Deolindo;50;Deolindo@email.com;(18) 40083-1470;R$ 70.000,00;600;5,9;Oeste;25;R$ 5.833,33;R$ 24,00;23/06/2023;Junho;2023
236;M;J�;38;J�@email.com;(41) 99085-9774;R$ 59.000,00;430;3,8;Norte;20;R$ 4.916,67;R$ 21,50;28/06/2023;Junho;2023
97;M;Denis;41;Denis@email.com;(13) 13029-0101;R$ 61.000,00;480;7,4;Oeste;22;R$ 5.083,33;R$ 21,82;29/06/2023;Junho;2023
67;M;Cezar;41;Cezar@email.com;(47) 20532-7363;R$ 61.000,00;480;4,3;Oeste;22;R$ 5.083,33;R$ 21,82;30/06/2023;Junho;2023
96;M;Denilton;43;Denilton@email.com;(53) 12204-6553;R$ 63.000,00;470;5,4;Sul;21;R$ 5.250,00;R$ 22,38;02/07/2023;Julho;2023
318;F;Usuário_318;61;usuario318@exemplo.com;+55 54314-4657;R$ 153.871,64;R$ 3.743;9,4;Sul;4;R$ 12.822,64;R$ 935,81;23/08/2023;Agosto;2023
437;F;Usuário_437;22;usuario437@exemplo.com;+55 81207-3200;R$ 192.189,31;R$ 7.263;1,3;Sudeste;3;R$ 16.015,78;R$ 2.421,04;23/08/2023;Agosto;2023
768;F;Usuário_318;61;usuario318@exemplo.com;+55 54314-4657;R$ 153.871,64;R$ 732,00;2,4;Sul;4;R$ 12.822,64;R$ 183,00;23/08/2023;Agosto;2023
887;F;Usuário_437;22;usuario437@exemplo.com;+55 81207-3200;R$ 192.189,31;R$ 295,00;5,1;Sudeste;3;R$ 16.015,78;R$ 98,33;23/08/2023;Agosto;2023
23;F;Adem;24;Adem@email.com;(88) 91998-0127;R$ 32.000,00;170;6,4;Oeste;12;R$ 2.666,67;R$ 14,17;24/08/2023;Agosto;2023
90;F;Cibele;42;Cibele@email.com;(85) 08699-7746;R$ 62.000,00;520;9,9;Sul;23;R$ 5.166,67;R$ 22,61;29/08/2023;Agosto;2023
194;F;Helda;46;Helda@email.com;(43) 37510-4377;R$ 66.000,00;510;5,3;Norte;22;R$ 5.500,00;R$ 23,18;29/08/2023;Agosto;2023
157;F;Eveline;41;Eveline@email.com;(52) 19154-7956;R$ 61.000,00;480;6,2;Oeste;22;R$ 5.083,33;R$ 21,82;31/08/2023;Agosto;2023
189;F;Heidynazia;24;Heidynazia@email.com;(30) 18337-4159;R$ 32.000,00;170;3,8;Sul;11;R$ 2.666,67;R$ 15,45;01/09/2023;Setembro;2023
21;F;Adelmiro;26;Adelmiro@email.com;(75) 28891-3497;R$ 44.000,00;240;8,3;Leste;14;R$ 3.666,67;R$ 17,14;02/09/2023;Setembro;2023
355;F;Usuário_355;23;usuario355@exemplo.com;+55 28301-5861;R$ 188.850,15;R$ 7.036;8,1;Sul;5;R$ 15.737,51;R$ 1.407,22;02/09/2023;Setembro;2023
805;F;Usuário_355;23;usuario355@exemplo.com;+55 28301-5861;R$ 188.850,15;R$ 668,00;6,2;Sul;5;R$ 15.737,51;R$ 133,60;02/09/2023;Setembro;2023
195;F;Helen;33;Helen@email.com;(87) 57967-2278;R$ 53.000,00;380;1,6;Sul;18;R$ 4.416,67;R$ 21,11;04/09/2023;Setembro;2023
29;F;Adiel;29;Adiel@email.com;(12) 47068-9500;R$ 48.000,00;280;2,5;Sul;15;R$ 4.000,00;R$ 18,67;06/09/2023;Setembro;2023
156;F;Evelina;43;Evelina@email.com;(24) 73534-8949;R$ 63.000,00;470;8,8;Sul;21;R$ 5.250,00;R$ 22,38;06/09/2023;Setembro;2023
115;F;Elisiane;40;Elisiane@email.com;(62) 85123-8223;R$ 60.000,00;450;3,2;Oeste;20;R$ 5.000,00;R$ 22,50;08/09/2023;Setembro;2023
73;F;Chisom;37;Chisom@email.com;(44) 57012-7013;R$ 58.000,00;420;7,5;Oeste;20;R$ 4.833,33;R$ 21,00;11/09/2023;Setembro;2023
554;F;Usuário_554;22;usuario554@exemplo.com;+55 34973-4818;R$ 107.451,20;R$ 1.075;5,5;Norte;8;R$ 8.954,27;R$ 134,34;11/09/2023;Setembro;2023
1004;F;Usuário_554;22;usuario554@exemplo.com;+55 34973-4818;R$ 107.451,20;R$ 716,00;5,9;Norte;8;R$ 8.954,27;R$ 89,50;11/09/2023;Setembro;2023
193;F;Helciany;37;Helciany@email.com;(91) 26832-1302;R$ 58.000,00;420;7,4;Oeste;20;R$ 4.833,33;R$ 21,00;13/09/2023;Setembro;2023
422;F;Usuário_422;21;usuario422@exemplo.com;+55 75414-5970;R$ 160.999,66;R$ 5.526;5,5;Centro-Oeste;7;R$ 13.416,64;R$ 789,43;13/09/2023;Setembro;2023
57;M;Celino;54;Celino@email.com;(73) 74058-8254;R$ 74.000,00;630;3,6;Sul;27;R$ 6.166,67;R$ 23,33;03/07/2023;Julho;2023
477;M;Usuário_477;64;usuario477@exemplo.com;+55 45085-8510;R$ 27.161,76;R$ 15.446;9,2;Sudeste;12;R$ 2.263,48;R$ 1.287,15;07/07/2023;Julho;2023
927;M;Usuário_477;64;usuario477@exemplo.com;+55 45085-8510;R$ 27.161,76;R$ 573,00;9,8;Sudeste;12;R$ 2.263,48;R$ 47,75;07/07/2023;Julho;2023
539;M;Usuário_539;48;usuario539@exemplo.com;+55 66392-2262;R$ 196.906,48;R$ 380;9,4;Sudeste;1;R$ 16.408,87;R$ 380,07;12/07/2023;Julho;2023
989;M;Usuário_539;48;usuario539@exemplo.com;+55 66392-2262;R$ 196.906,48;R$ 721,00;2,9;Sudeste;1;R$ 16.408,87;R$ 721,00;12/07/2023;Julho;2023
568;F;Usuário_568;44;usuario568@exemplo.com;+55 72040-9099;R$ 56.502,02;R$ 1.309;6,6;Nordeste;12;R$ 4.708,50;R$ 109,11;09/01/2020;Janeiro;2020
337;F;Usuário_337;69;usuario337@exemplo.com;+55 26637-8342;R$ 162.272,97;R$ 4.423;5;Sudeste;3;R$ 13.522,75;R$ 1.474,50;04/01/2022;Janeiro;2022
599;F;Usuário_599;70;usuario599@exemplo.com;+55 89270-2680;R$ 70.657,62;R$ 9.446;2,7;Sudeste;6;R$ 5.888,14;R$ 1.574,32;04/01/2019;Janeiro;2019
465;F;Usuário_465;60;usuario465@exemplo.com;+55 78815-5330;R$ 44.355,59;R$ 18.313;3,6;Nordeste;10;R$ 3.696,30;R$ 1.831,35;04/01/2022;Janeiro;2022
540;M;Usuário_540;30;usuario540@exemplo.com;+55 17723-2981;R$ 81.098,58;R$ 2.020;8,9;Sul;10;R$ 6.758,22;R$ 202,05;12/01/2022;Janeiro;2022
393;M;Usuário_393;61;usuario393@exemplo.com;+55 70761-5509;R$ 185.082,19;R$ 9.280;2,4;Sudeste;10;R$ 15.423,52;R$ 928,01;14/07/2023;Julho;2023
1049;F;Usuário_599;70;usuario599@exemplo.com;+55 89270-2680;R$ 70.657,62;R$ 79,00;5,7;Sudeste;6;R$ 5.888,14;R$ 13,17;04/01/2019;Janeiro;2019
442;F;Usuário_442;40;usuario442@exemplo.com;+55 69166-4307;R$ 186.077,90;R$ 6.213;9,9;Sul;1;R$ 15.506,49;R$ 6.212,62;04/01/2018;Janeiro;2018
787;F;Usuário_337;69;usuario337@exemplo.com;+55 26637-8342;R$ 162.272,97;R$ 754,00;2,9;Sudeste;3;R$ 13.522,75;R$ 251,33;04/01/2022;Janeiro;2022
872;F;Usuário_422;21;usuario422@exemplo.com;+55 75414-5970;R$ 160.999,66;R$ 58,00;8,8;Centro-Oeste;7;R$ 13.416,64;R$ 8,29;13/09/2023;Setembro;2023
990;M;Usuário_540;30;usuario540@exemplo.com;+55 17723-2981;R$ 81.098,58;R$ 649,00;4,8;Sul;10;R$ 6.758,22;R$ 64,90;12/01/2022;Janeiro;2022
660;F;Usuário_660;28;usuario660@exemplo.com;+55 20134-7233;R$ 55.937,06;R$ 17.078;7,8;Norte;2;R$ 4.661,42;R$ 8.538,92;04/01/2021;Janeiro;2021
843;M;Usuário_393;61;usuario393@exemplo.com;+55 70761-5509;R$ 185.082,19;R$ 526,00;2,5;Sudeste;10;R$ 15.423,52;R$ 52,60;14/07/2023;Julho;2023
1110;F;Usuário_660;28;usuario660@exemplo.com;+55 20134-7233;R$ 55.937,06;R$ 192,00;6,6;Norte;2;R$ 4.661,42;R$ 96,00;04/01/2021;Janeiro;2021
200;M;Iqyan;36;Iqyan@email.com;(28) 83240-0634;R$ 54.000,00;400;4,8;Norte;19;R$ 4.500,00;R$ 21,05;16/07/2023;Julho;2023
630;F;Usuário_630;34;usuario630@exemplo.com;+55 65193-9120;R$ 82.882,68;R$ 18.461;6,5;Sudeste;2;R$ 6.906,89;R$ 9.230,57;07/01/2021;Janeiro;2021
1018;F;Usuário_568;44;usuario568@exemplo.com;+55 72040-9099;R$ 56.502,02;R$ 412,00;2;Nordeste;12;R$ 4.708,50;R$ 34,33;09/01/2020;Janeiro;2020
1080;F;Usuário_630;34;usuario630@exemplo.com;+55 65193-9120;R$ 82.882,68;R$ 55,00;5;Sudeste;2;R$ 6.906,89;R$ 27,50;07/01/2021;Janeiro;2021
569;M;Usuário_569;40;usuario569@exemplo.com;+55 31189-4736;R$ 130.662,29;R$ 14.192;7,3;Sudeste;10;R$ 10.888,52;R$ 1.419,25;10/01/2020;Janeiro;2020
301;M;Usuário_301;40;usuario301@exemplo.com;+55 21674-3821;R$ 190.088,68;R$ 11.565;3,2;Sul;8;R$ 15.840,72;R$ 1.445,60;09/01/2019;Janeiro;2019
751;M;Usuário_301;40;usuario301@exemplo.com;+55 21674-3821;R$ 190.088,68;R$ 975,00;2,5;Sul;8;R$ 15.840,72;R$ 121,88;09/01/2019;Janeiro;2019
1019;M;Usuário_569;40;usuario569@exemplo.com;+55 31189-4736;R$ 130.662,29;R$ 942,00;9,5;Sudeste;10;R$ 10.888,52;R$ 94,20;10/01/2020;Janeiro;2020
915;F;Usuário_465;60;usuario465@exemplo.com;+55 78815-5330;R$ 44.355,59;R$ 781,00;7,4;Nordeste;10;R$ 3.696,30;R$ 78,10;04/01/2022;Janeiro;2022
142;M;�vany;49;�vany@email.com;(78) 97892-6300;R$ 69.000,00;590;2,7;Oeste;24;R$ 5.750,00;R$ 24,58;21/07/2023;Julho;2023
474;M;Usuário_474;55;usuario474@exemplo.com;+55 47154-5006;R$ 69.370,51;R$ 487;1,1;Centro-Oeste;4;R$ 5.780,88;R$ 121,87;16/01/2022;Janeiro;2022
892;F;Usuário_442;40;usuario442@exemplo.com;+55 69166-4307;R$ 186.077,90;R$ 9,00;1,3;Sul;1;R$ 15.506,49;R$ 9,00;04/01/2018;Janeiro;2018
594;F;Usuário_594;60;usuario594@exemplo.com;+55 77653-2641;R$ 81.175,65;R$ 5.392;3;Nordeste;3;R$ 6.764,64;R$ 1.797,44;17/01/2022;Janeiro;2022
458;F;Usuário_458;61;usuario458@exemplo.com;+55 38968-8366;R$ 123.201,07;R$ 11.668;7,3;Centro-Oeste;6;R$ 10.266,76;R$ 1.944,61;11/01/2021;Janeiro;2021
908;F;Usuário_458;61;usuario458@exemplo.com;+55 38968-8366;R$ 123.201,07;R$ 429,00;7,2;Centro-Oeste;6;R$ 10.266,76;R$ 71,50;11/01/2021;Janeiro;2021
556;F;Usuário_556;18;usuario556@exemplo.com;+55 76856-4609;R$ 128.276,82;R$ 694;4,8;Nordeste;1;R$ 10.689,74;R$ 693,82;09/01/2018;Janeiro;2018
924;M;Usuário_474;55;usuario474@exemplo.com;+55 47154-5006;R$ 69.370,51;R$ 151,00;5,2;Centro-Oeste;4;R$ 5.780,88;R$ 37,75;16/01/2022;Janeiro;2022
601;F;Usuário_601;22;usuario601@exemplo.com;+55 27901-3709;R$ 64.714,11;R$ 18.412;2,6;Sudeste;8;R$ 5.392,84;R$ 2.301,45;23/01/2021;Janeiro;2021
1044;F;Usuário_594;60;usuario594@exemplo.com;+55 77653-2641;R$ 81.175,65;R$ 319,00;7,5;Nordeste;3;R$ 6.764,64;R$ 106,33;17/01/2022;Janeiro;2022
347;M;Usuário_347;48;usuario347@exemplo.com;+55 97492-3441;R$ 168.511,29;R$ 18.049;5;Sul;4;R$ 14.042,61;R$ 4.512,34;10/01/2019;Janeiro;2019
676;F;Usuário_676;59;usuario676@exemplo.com;+55 83878-4047;R$ 51.285,89;R$ 18.957;6;Norte;7;R$ 4.273,82;R$ 2.708,09;04/02/2019;Fevereiro;2019
545;F;Usuário_545;61;usuario545@exemplo.com;+55 95190-4900;R$ 177.509,08;R$ 17.438;4,3;Nordeste;5;R$ 14.792,42;R$ 3.487,65;11/01/2020;Janeiro;2020
1006;F;Usuário_556;18;usuario556@exemplo.com;+55 76856-4609;R$ 128.276,82;R$ 35,00;3,1;Nordeste;1;R$ 10.689,74;R$ 35,00;09/01/2018;Janeiro;2018
674;M;Usuário_674;39;usuario674@exemplo.com;+55 42178-8205;R$ 65.209,66;R$ 10.742;8,3;Sudeste;7;R$ 5.434,14;R$ 1.534,52;23/07/2023;Julho;2023
1126;F;Usuário_676;59;usuario676@exemplo.com;+55 83878-4047;R$ 51.285,89;R$ 837,00;4,7;Norte;7;R$ 4.273,82;R$ 119,57;04/02/2019;Fevereiro;2019
1124;M;Usuário_674;39;usuario674@exemplo.com;+55 42178-8205;R$ 65.209,66;R$ 947,00;9,1;Sudeste;7;R$ 5.434,14;R$ 135,29;23/07/2023;Julho;2023
438;F;Usuário_438;70;usuario438@exemplo.com;+55 72064-3210;R$ 129.052,99;R$ 14.520;4,8;Sul;3;R$ 10.754,42;R$ 4.840,10;16/09/2023;Setembro;2023
995;F;Usuário_545;61;usuario545@exemplo.com;+55 95190-4900;R$ 177.509,08;R$ 929,00;7,4;Nordeste;5;R$ 14.792,42;R$ 185,80;11/01/2020;Janeiro;2020
359;F;Usuário_359;36;usuario359@exemplo.com;+55 84872-3226;R$ 21.148,00;R$ 14.544;5,5;Sul;11;R$ 1.762,33;R$ 1.322,20;13/01/2018;Janeiro;2018
432;M;Usuário_432;63;usuario432@exemplo.com;+55 89036-3367;R$ 99.206,58;R$ 19.612;6,5;Sul;8;R$ 8.267,22;R$ 2.451,46;17/01/2022;Janeiro;2022
371;F;Usuário_371;67;usuario371@exemplo.com;+55 55425-4496;R$ 158.081,38;R$ 13.568;3,8;Norte;6;R$ 13.173,45;R$ 2.261,26;27/01/2022;Janeiro;2022
821;F;Usuário_371;67;usuario371@exemplo.com;+55 55425-4496;R$ 158.081,38;R$ 458,00;5,3;Norte;6;R$ 13.173,45;R$ 76,33;27/01/2022;Janeiro;2022
1051;F;Usuário_601;22;usuario601@exemplo.com;+55 27901-3709;R$ 64.714,11;R$ 854,00;6,3;Sudeste;8;R$ 5.392,84;R$ 106,75;23/01/2021;Janeiro;2021
512;F;Usuário_512;21;usuario512@exemplo.com;+55 88063-1209;R$ 21.686,69;R$ 12.693;6,9;Sul;5;R$ 1.807,22;R$ 2.538,61;05/02/2022;Fevereiro;2022
962;F;Usuário_512;21;usuario512@exemplo.com;+55 88063-1209;R$ 21.686,69;R$ 226,00;2,7;Sul;5;R$ 1.807,22;R$ 45,20;05/02/2022;Fevereiro;2022
266;F;Usuário_266;40;usuario266@exemplo.com;+55 63428-1100;R$ 157.148,92;R$ 9.568;6,9;Centro-Oeste;4;R$ 13.095,74;R$ 2.392,10;13/02/2022;Fevereiro;2022
809;F;Usuário_359;36;usuario359@exemplo.com;+55 84872-3226;R$ 21.148,00;R$ 433,00;7,4;Sul;11;R$ 1.762,33;R$ 39,36;13/01/2018;Janeiro;2018
523;M;Usuário_523;65;usuario523@exemplo.com;+55 17973-6922;R$ 92.329,50;R$ 13.876;4;Centro-Oeste;6;R$ 7.694,13;R$ 2.312,67;13/01/2020;Janeiro;2020
716;F;Usuário_266;40;usuario266@exemplo.com;+55 63428-1100;R$ 157.148,92;R$ 421,00;5,3;Centro-Oeste;4;R$ 13.095,74;R$ 105,25;13/02/2022;Fevereiro;2022
267;M;Usuário_267;43;usuario267@exemplo.com;+55 23446-9063;R$ 125.854,49;R$ 13.690;4,9;Sul;11;R$ 10.487,87;R$ 1.244,54;26/01/2021;Janeiro;2021
620;F;Usuário_620;25;usuario620@exemplo.com;+55 75659-7867;R$ 43.637,71;R$ 9.358;8,9;Norte;10;R$ 3.636,48;R$ 935,85;26/01/2021;Janeiro;2021
56;M;Celestino;38;Celestino@email.com;(63) 22527-0842;R$ 59.000,00;430;4,5;Norte;20;R$ 4.916,67;R$ 21,50;02/08/2023;Agosto;2023
888;F;Usuário_438;70;usuario438@exemplo.com;+55 72064-3210;R$ 129.052,99;R$ 685,00;2,4;Sul;3;R$ 10.754,42;R$ 228,33;16/09/2023;Setembro;2023
973;M;Usuário_523;65;usuario523@exemplo.com;+55 17973-6922;R$ 92.329,50;R$ 562,00;4,3;Centro-Oeste;6;R$ 7.694,13;R$ 93,67;13/01/2020;Janeiro;2020
112;M;Derick;49;Derick@email.com;(99) 00012-6060;R$ 69.000,00;590;4,7;Oeste;24;R$ 5.750,00;R$ 24,58;02/08/2023;Agosto;2023
717;M;Usuário_267;43;usuario267@exemplo.com;+55 23446-9063;R$ 125.854,49;R$ 147,00;6,4;Sul;11;R$ 10.487,87;R$ 13,36;26/01/2021;Janeiro;2021
1070;F;Usuário_620;25;usuario620@exemplo.com;+55 75659-7867;R$ 43.637,71;R$ 346,00;4,7;Norte;10;R$ 3.636,48;R$ 34,60;26/01/2021;Janeiro;2021
797;M;Usuário_347;48;usuario347@exemplo.com;+55 97492-3441;R$ 168.511,29;R$ 154,00;8,4;Sul;4;R$ 14.042,61;R$ 38,50;10/01/2019;Janeiro;2019
305;F;Usuário_305;25;usuario305@exemplo.com;+55 48210-6346;R$ 179.059,57;R$ 360;3,8;Centro-Oeste;6;R$ 14.921,63;R$ 59,99;17/02/2019;Fevereiro;2019
